hotel_name,hotel_address,hotel_city,hotel_state,hotel_zipcode,hotel_phone
motel6 LOS ANGELES - VAN NUYS - NORTH HILLS,15711 ROSCOE BLVD,NORTH HILLS,CA,91343,8188949341
motel6 PHOENIX AIRPORT - 24TH STREET,214 S 24TH ST,PHOENIX,AZ,85034,6022441155
motel6 STOCKTON - CHARTER WAY WEST,817 NAVY DR,STOCKTON,CA,95206,2099460923
motel6 EVERETT SOUTH,224 128TH ST SW,EVERETT,WA,98204,4253538120
motel6 SEATTLE AIRPORT,16500 PACIFIC HWY S,SEATTLE,WA,98188,2062464101
motel6 HAYWARD,30155 INDUSTRIAL PKWY SW,HAYWARD,CA,94544,5104898333
motel6 ALBUQUERQUE - CARLISLE,3400 PROSPECT AVE NE,ALBUQUERQUE,NM,87107,5058838813
motel6 DALLAS - IRVING,510 SOUTH LOOP 12,IRVING,TX,75060,9724384227
motel6 LAS VEGAS - BOULDER HWY,4125 BOULDER HWY,LAS VEGAS,NV,89121,7024578051
motel6 LANCASTER,43540 17TH ST W,LANCASTER,CA,93534,6619480435
motel6 SACRAMENTO WEST,1254 HALYARD DR,WEST SACRAMENTO,CA,95691,9163723624
motel6 EUREKA,1934 BROADWAY ST,EUREKA,CA,95501,7074459631
motel6 SALEM,1401 HAWTHORNE AVE NE,SALEM,OR,97301,5033718024
motel6 COSTA MESA,1441 GISLER AVE,COSTA MESA,CA,92626,7149573063
motel6 PORTLAND - TIGARD WEST OR,17959 SW MCEWAN ROAD,TIGARD,OR,97224,5036840760
motel6 SAN ANTONIO - FT SAM HOUSTON,5522 N PANAM EXPWY,SAN ANTONIO,TX,78218,2106618791
motel6 CARLSBAD EAST CA,6117 PASEO DEL NORTE,CARLSBAD,CA,92011,7604381242
motel6 ALBUQUERQUE SOUTH - AIRPORT,1000 AVE CESAR CHAVEZ SE,ALBUQUERQUE,NM,87102,5052438017
motel6 DALLAS - EULESS,110 W AIRPORT FWY,EULESS,TX,76039,8175450141
motel6 PALM SPRINGS - RANCHO MIRAGE,69570 HWY 111,RANCHO MIRAGE,CA,92270,7603248475
motel6 SANTA BARBARA - CARPINTERIA SOUTH,5550 CARPINTERIA AVE,CARPINTERIA,CA,93013,8056848602
motel6 COALINGA EAST,25008 W DORRIS AVE,COALINGA,CA,93210,5599351536
motel6 AMARILLO - AIRPORT,4301 I-40 EAST,AMARILLO,TX,79104,8063733045
motel6 LIVERMORE,4673 LASSEN RD,LIVERMORE,CA,94550,9254435300
motel6 SANTA FE - CERRILLOS ROAD SOUTH,3695 CERRILLOS ROAD,SANTA FE,NM,87505,5054714140
motel6 SANTA ROSA NORTH CA,3145 CLEVELAND AVE,SANTA ROSA,CA,95403,7075360207
"motel6 Thousand Oaks, CA",1516 NEWBURY RD,NEWBURY PARK,CA,91320,8054990711
motel6 LOMPOC,1521 N H ST,LOMPOC,CA,93436,8057357631
motel6 EL PASO EAST,1330 LOMALAND DR,EL PASO,TX,79935,9155926386
motel6 LOS ANGELES - POMONA,2470 S GAREY AVE,POMONA,CA,91766,9095911871
motel6 SALINAS NORTH - MONTEREY AREA,140 KERN ST,SALINAS,CA,93905,8317531711
motel6 PETALUMA,1368 N MCDOWELL BLVD,PETALUMA,CA,94954,7077650333
motel6 REDDING SOUTH,2385 BECHELLI LN,REDDING,CA,96002,5302210562
motel6 PASO ROBLES,1134 BLACK OAK DR,PASO ROBLES,CA,93446,8052399090
motel6 SAN LUIS OBISPO SOUTH,1625 CALLE JOAQUIN,SAN LUIS OBISPO,CA,93401,8055416992
motel6 BOSTON - TEWKSBURY,95 MAIN STREET,TEWKSBURY,MA,01876,9788518677
motel6 WASHINGTON DC SOUTHWEST - SPRINGFIELD,6868 SPRINGFIELD BLVD,SPRINGFIELD,VA,22150,7036445311
motel6 SALT LAKE CITY SOUTH - LEHI,210 S 1200 E,LEHI,UT,84043,8017682668
motel6 BURLINGTON - COLCHESTER VT,74 SOUTH PARK DRIVE,COLCHESTER,VT,05446,8026546860
motel6 DES MOINES WEST,7655 OFFICE PLAZA DR N,WEST DES MOINES,IA,50266,5152678885
motel6 DESTIN,405 HIGHWAY 98 EAST #A,DESTIN,FL,32541,8508370007
motel6 RICHLAND - KENNEWICK,1751 FOWLER ST,RICHLAND,WA,99352,5097831250
motel6 ALTOONA,1500 STERLING STREET,ALTOONA,PA,16602,8149467601
motel6 SAN DIEGO DOWNTOWN,1546 2ND AVE,SAN DIEGO,CA,92101,6192369292
motel6 DES MOINES EAST - ALTOONA,3225 ADVENTURELAND DR,ALTOONA,IA,50009,5159675252
motel6 PORTSMOUTH NH,3 GOSLING ROAD,PORTSMOUTH,NH,03801,6033346606
motel6 MINNEAPOLIS - BROOKLYN CENTER,2741 FREEWAY BLVD,BROOKLYN CENTER,MN,55430,7635609789
motel6 ALBANY NY,100 WATERVLIET AVENUE,ALBANY,NY,12206,5184387447
motel6 York,323 Arsenal Rd,York,PA,17402,7178466260
motel6 WASHINGTON DC - GAITHERSBURG,497 QUINCE ORCHARD RD,GAITHERSBURG,MD,20878,3019773311
motel6 MEMPHIS DOWNTOWN,210 S PAULINE ST,MEMPHIS,TN,38104,9015280650
